file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
tests/test_kin_ion_padded_gvectors.py,84,test_kin_ion_provenance_refuses_folded_and_mismatched_files_before_read,Only a pristine operator with matching spinor provenance is usable.,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,207,test_kinetic_padded_matches_ragged_and_mask_is_load_bearing,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,234,test_local_V_padded_matches_ragged_and_mask_is_load_bearing,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,255,test_gather_psi_G_padded_zeroes_pad_columns,"The V_NL route masks ψ_G, not Z — check the ψ side directly.",census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,288,test_summed_operator_block_agrees_at_1e12,"T + V_loc together, the combination ``get_kin_ion_k`` returns.",census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,320,test_get_kin_ion_k_refuses_a_padded_list_without_its_mask,"The mask contract is ENFORCED, not merely documented.",census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,353,test_the_duplicate_arm_is_blind_to_a_single_pad_row,Construct the case where arm (b) returns FALSE.,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,392,test_the_sentinel_arm_catches_a_single_pad_row,"Arm (a): with ``fft_grid`` known, ONE pad row is enough.",census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,458,test_padded_gvectors_mask_matches_ngk_valid,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,490,test_padded_gvectors_refuses_unpaired_k_rows,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,504,test_padded_gvectors_refuses_invalid_logical_extents,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,520,test_sweep_consumers_take_kvecs_from_the_same_gtab,Every migrated sweep pairs ``gtab.gvecs`` with ``gtab.kvecs``.,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,548,test_sweep_local_k_places_blocks_by_global_index,,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,575,test_sweep_local_k_empty_rank_keeps_the_collective_shape,world > nk leaves ranks with NO k — they still join the gather.,census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,595,test_sweep_local_k_refuses_a_shape_mismatch,"The declared item_shape is enforced, not trusted.",census only; classification in gate_blindness.md
tests/test_kin_ion_padded_gvectors.py,605,test_sweep_local_k_lookahead_does_not_change_values,"Pipelining depth is a scheduling knob, never a numerical one.",census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,134,test_full_q_storage_selection_refuses_at_parse_time,Explicit full-q storage cannot override the WFN's parent representation.,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,140,test_head_correction_full_is_lifted_on_the_bare_default,head_correction=full (the shipping default) is PORTED for the face,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,234,test_the_supported_envelope_parses_and_does_not_refuse,The other half of a refusal matrix: what it does NOT refuse.,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,252,test_the_key_is_registered_so_it_is_not_an_unknown_key,Always-strict parsing must accept the registered boolean dial.,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,264,test_an_explicit_gij_under_low_mem_bands_refuses,"RED TWIN.  A live Gij operand alongside low_mem_bands=true refuses,",census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,277,test_gij_none_under_low_mem_bands_is_the_positive_twin,POSITIVE TWIN.  ``Gij = None`` is every production call today —,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,288,test_compute_sigma_xc_checks_the_gij_row_before_any_kernel,"The Gij row runs at the top of the dispatch, beside the mode-",census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,309,test_the_docs_name_the_live_gij_refusal,The input reference must name the one live low-memory refusal.,census only; classification in gate_blindness.md
tests/test_low_mem_bands_envelope.py,316,test_qp_solver_enum_still_has_exactly_the_members_the_row_assumes,"Pin the axis this row reads, the same way the w_bse suite pins",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,89,test_the_two_census_requests_are_now_served_from_certified_tables,"The arming row, through the production door and not around it.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,124,test_the_served_table_beats_the_solve_it_replaces_on_amplification,Why serving these two is an improvement and not merely a change.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,149,test_the_announcement_is_pinned_and_happens_exactly_once,"R2, as a fixed string rather than a hope.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,199,test_red_twin_a_near_miss_refuses_and_names_the_nearest_certified_beta,The refusal the whole staging exists for.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,234,test_the_near_miss_is_a_real_error_and_not_a_bookkeeping_rule,Why the band is narrow: the error really does move.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,268,test_the_full_precision_deck_sweep_is_served_end_to_end,"Gate 0 sec 9's warning, executable -- and now discharged.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,309,test_the_two_census_production_requests_are_still_the_easy_case,gnppm and bispinor were served before the regeneration too.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,332,test_the_catalog_clause_stamp_is_proved_against_the_bytes,"``CATALOG_CLAUSE`` is a claim about the sweep, so it is checked.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,351,test_red_twin_a_width_clause_request_refuses_a_height_clause_table,"The trap: numerically it matches, physically it is a different ask.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,389,test_a_clause_with_no_catalog_refuses_by_naming_the_one_that_has,"The state the MPA-Sigma routing audit found, kept as a red twin.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,427,test_a_beta_outside_its_own_clause_refuses_by_name,"Both envelopes have edges, and the metals rung is beyond one.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,456,test_the_fit_stage_tier_is_now_tabulated_and_the_budget_is_the_gate,The refusal this cell used to assert has been generated away.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,498,test_the_node_budget_is_a_ceiling_and_says_so,566 composite nodes against a 64-node budget is a refusal.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,525,test_the_ranking_prefers_the_cheap_certified_rule_over_the_composite,"Where both cover the request, the ten-node rule wins.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,545,test_the_composite_entry_is_rephased_at_the_request_not_served_raw,"The one axis that rounds, and the reason it is not a shortcut.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,582,test_the_composite_does_not_round_upward,Downward only.  Above its own beta it is an ordinary near miss.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,607,test_an_unknown_beta_axis_raises_rather_than_guessing,A rule this selector does not know is not a rule it may ignore.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,620,test_a_missing_band_field_refuses_the_catalog_not_the_entry,R2's per-entry row: a malformed entry means a corrupt artifact.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,642,test_an_unreadable_payload_refuses_by_name,,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,657,test_a_stamped_band_that_does_not_hold_refuses,"The band is a measurement, so it has a FALSE case at runtime too.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,683,test_a_missing_catalog_refuses_with_the_path_it_tried,No catalog for EITHER clause -- which is a different failure from,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,702,test_a_refused_request_is_byte_identical_to_the_runtime_solve,"The A/B claim, pinned where it can never drift.",census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,751,test_the_escape_hatch_still_reaches_the_runtime_solve,``use_shipped_tables=False`` bypasses the catalog entirely.,census only; classification in gate_blindness.md
tests/test_minimax_beta_selector.py,770,test_the_static_and_crossing_selectors_are_untouched,The beta axis is additive: the generic rule still keys on three fields.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,107,test_the_catalog_covers_the_census_request_table,"Three R buckets, two beta grids, two tiers -- and why each exists.",census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,148,test_every_entry_declares_a_known_rule_and_a_shipping_tier,,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,157,test_btv_lps_share_the_pinned_highs_accuracy_owner,Both incumbent LPs use one explicit sub-1e-7 solver contract.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,189,test_append_preserves_every_preexisting_certificate_field,Adding one asset is not an implicit recertification of old bytes.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,239,test_generator_shipping_rule_points_to_the_registered_theory_ssot,,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,245,test_static_no_clobber_preserves_prior_rows_bytes_and_sweep,A one-cell append must not re-author an older static payload.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,330,test_shipped_entry_recertifies_from_its_own_bytes,"Every stamped number, recomputed off disk and compared.",census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,349,test_the_amplification_metric_agrees_with_the_shipped_catalog,kappa0 is not a metric invented for this family.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,387,test_red_twin_inflated_weight_fails_the_amplification_check,A weight pair that cancels on the target still amplifies.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,407,test_red_twin_moved_node_fails_the_held_out_error_check,,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,418,test_red_twin_wrong_beta_fails_because_the_target_moved,The omega-hat axis does not round up for a minimax entry.,census only; classification in gate_blindness.md
tests/test_minimax_imag_tables.py,459,test_the_catalog_serves_the_two_requests_that_refuse_today,"The arming claim, executable.",census only; classification in gate_blindness.md
